sentiment,review_body,product_category
0,It is indeed cut to the shape of a trench. however  i think retailer should rename it as it's more like wearing a cardigan. it's soft and pretty which i like. however  i wasn't convinced to buy it since i have a gazillion long black cardigans already made out of the same jersey stretch material.,Jackets
0,The fit is quite strange on me as the tie is very high on the waist. this makes the jacket look odd and quite voluminous. i was very impressed with the fabric though but will have to return. i wish retailer would post what size is the model wearing. maybe she is wearing a larger size than usual which falls lower.,Jackets
1,I am wearing a large in the photos and for reference my measurements are 38-30-40.,Jackets
1,"Picture definitely does not do this vest justice.  i saw it on a rack and had to try on and instantly loved the look and feel.  i am 5'9"" - 135 lbs - size 6 and the small works for me.  the vest will work with ivory  black  grey  and red underneath.  i love the little bits of fur sticking out of the seams.  the back has fitted seams to give it a trim look.  there are small pockets in the front as well.  definitely worth the 108$ asking price.",Jackets
1,I tried it on in the store & loved it but didn't purchase. then the retailer sale happened so i had to order it. it's lightweight and perfect for southern california. the embroidery adds funk and femininity. i'm 45 and feel like this works well for any age. i'm typically a large or 12 and the large fit perfect. i can't wait till the temps drop so i can wear it!!!,Jackets
1,"Love this vest- it's so chic and pairs with so much.  i have it in the army green and it's prefect to wear over a romper or white jeans and top.   it's great.   i am about 5'2"" and an typically a small top-  the small was much to big but the xs was perfect. i would consider trying to size down if you are uncertain. i am very happy with my purchase!",Jackets
1,I'm short and curvy and just had a baby. love this cape because it's super comfy and warm but not too warm. have had it for a couple of weeks now and it's my go to for running around during the day. the description says grey but it reads a tiny bit green - like light camo green but so slight that it still pairs well with most everything.     usu a med but got the xs/s because of how slouchy it is anyway. med looked too big in the shoulders.,Jackets
1,I have not owned a denim jacket of this kind in...15 years? i have a wonderful pilcro chambray jacket with a military cut from last year  but this kind of boxy  straight up denim jacket cut has not been a part of my life for a while. however  i was in a store last weekend and with the additional 25% off  i thought it might be wise to give this a try. i'm so glad i did. i've now tried it over two fairly girly dresses  with tights and booties (it's not exactly spring in boston yet)  and i love it.,Jackets
1,"Since i could not find this jacket in the store  i ordered it online  and received it today. i would say it runs true to size to me. for reference  i am 5'2""  120lbs  and size small fits fine. the material is a little bit on the thin side  it is not as thick as a typical denim jacket. i also found the color of the buttons to be different from the online images. the online images showed that the buttons are bronze/golden color  but the one i received comes with gunmetal colored buttons. i don't k",Jackets
1,I am so glad i had read the other reviews of this jacket which prompted me to order. great fit and cut with a hint of stretch  nice styling details  great vintage color. i wasn't in love with the price but after receiving the jacket i would gladly pay the price again. will definitely be in my wardrobe rotation for years to come!,Jackets
1,I like this raincoat but it runs large. exchanging for a smaller size.,Jackets
-1,I ordered these leggings and loved them  for about an hour- at which point the belt loop ripped off of the pant  leaving a hole. i called customer service and they sent me a 2nd pair. same thing happened. i never even pulled on the belt loop. they are just so flimsy. it's a shame bc they are cool looking.,Jeans
-1,Really disappointing quality. these jeans are of a very poor quality material and developed holes in the inseams after only a month! i love pilcros  and am totally shocked at the poor quality...retailer  i hope this is just a fluke. not worth the money!,Jeans
-1,It's way more distressed than it looks in the picture and that was a no for me.,Jeans
-1,So disappointed. bought these in a 29 and should've gone with a 28. they're super cute - i got the green. the fit is off. like the other reviews  they stretch out way too much. i would return these but have already washed them. they wash terribly  too. there are weird fading marks all over  even when washed in cold water like the tag states. so disappointed that i spent my gift card from christmas on these. i've been a loyal retailer customer for years and this is the first time i've been severely,Jeans
-1,Ag jeans have been a main stay for me. they are the most comfortable and best looking jeans on my body. however this pair was too tight and shorter then i liked. the fabric and color is beautiful. i wear the same size for ag no matter the design. but this one ran too small. i have to return it. i will try the next size up if they still have them.,Jeans
-1,I love the coh fleetwood jeans  and since i was looking for a pair of not-so-skinny skinny jeans  i thought these would be great. but unlike the fleetwoods  which are a substantial weight denim  these are very soft -- too soft -- and bag out in the first 5 minutes. the style is okay but the fabric makes them unflattering. maybe if you're looking for jeans you can lounge in  these will be for you because they do have the comfort equivalent of sweats.,Jeans
-1,I had such high hopes  but they are just slightly off. they run a tad large  so i suggest sizing down. (i usually wear a 28 or 29  and the 28 fit nicely through the hips and thighs.)  unfortunately  the color is off- i thought they were going to be a dark midnight blue  but they are actually gray. and they have a button-fly closure which causes the pants to protrude a bit in the area where no woman wants protrusion. i will be returning them.,Jeans
-1,"These are terribly unflattering the wash looks dirty and the rise is not 10.5 like the description says  which is the only reason i gambled on these it is 13"".",Jeans
-1,I've been buying stevie ankles for years from retailer and been very happy. the past two pairs i bought had a heavy chemical smell  which i imagine is some kind of starch/chemical to keep the denim stiff. with the first pair  after enough washes to get rid of the bad smell (4)  they lost all form and looked terrible since they were washed i couldn't return them. the 2nd pair arrived with the same heavy smell and i returned them. it may be they are made elsewhere now  but it's disappointing.,Jeans
0,"I have other pairs of stevie jeans and looked forward to receiving these.i would say that they run about a size large compared to my other pairs. i am 5'2"" and ordered a petite  but i found the length to be about 2-3 inches too long. as compared to how they look on the model. also  the rise is relatively low. otherwise  the quality is great  and the denim is very soft. i will probably return these given that i am not wowed.",Jeans
0,These are a wonderful trouser style pant. i love fitted than flared denim so this fit isn't my top pick but it's a cute style! thick quality denim fabric with a medium rise cut.,Jeans
0,These jeans fit well and the stretch makes them comfortable. i can't recommemd them though because they're see through. wish white jeans were better lined so that this isn't usually a problem!,Jeans
0,I love the relaxed flattering fit of these pants but the navy die runs..a lot. the first time i washed them t did so per instructions on the label. i did my next load of laundry and everything turned blue/ grey! i tried washing them again with vinegar to set the color and hopefully that will help. lots of color running still though  so to be safe wash and then run washer with nothing in it to clean it before doing more laundry. i'm keeping them because i like the pants  but wanted to let you kno,Jeans
0,Fit is just like stet in my opinion.,Jeans
0,I loved the color of these but they bagged out with just one wear. they are going back to store.,Jeans
0,"Lovely jeans  love the details in the cuff bottoms. the front of the jeans  the relaxed ""boyfriend"" part was just too relaxed for me - too much material there that it was unflattering. otherwise cute.",Jeans
0,I love these overalls  but they run very small?i had to return and reorder.,Jeans
0,Love the wear of these jeans but they run small! designed holes have grown much larger-i don't dryer dry them.,Jeans
1,These pants are gorgeous! they are not a denim material  more like the softest khakis you've ever felt. they're very flattering and hug all the right places. i am a 4-6 in pants and the 27 feels great. a worthy investment!,Jeans
1,"Love these level 99 pants. ""newport"" style. dress them up or down. wearing mine today with a moth top i also got at a. looking kind of 70s chic. light jeans for a hot day.",Jeans
1,I wish i had purchased these earlier in the winter season because i could wear them every single day. they are phenomenal  plus i got them during a great sale. the reviews i read said they run small  so i went a full size up and they fit perfectly. (i usually wear a 4  bought a 6.) one of the best winter wardrobe purchases i've ever made. totally versatile and because they're black  they can be dressed up  or down.,Jeans
1,I really love this pant. ordered online and they fit well. they're cute  edgy with the fray at the bottom. corduroy material. awesome!,Jeans
1,"I just love everything about these jeans  and everyone that sees them on me seems to as well! i'm short (5'2"") and was concerned about the length on me because they didn't have the petite in my size- but these seem to be just fine. i wear them with a bit of a heel  so that helps. they fit snugly (but not too tight) in all the right places  i have a bit of a backside so that's a plus for me! because of the higher waist  they also don't ride down.  except for the shorter length  they remind me a l",Jeans
1,These are absolutely fantastic! i love them! i stopped wearing pants about 4 years ago. i could never find any that would fit over my thighs/hips that weren't too loose on my waist. took a chance with these after looking at the measurements and they fit perfect. higher waist than i'm used (sits just above my natural waistline) to with any of my skirts  but i'll get used to it. they're also too long to wear with any flats. being that i bought them for winter  i'll be perfectly fine with heeled bo,Jeans
1,These jeans are so soft! fit is great and i love he higher waist as well. i can tell i will be wearing the heck out of these.,Jeans
1,Definitely cute and good fit but the distressing at knee is open and will probably get worse  worth it if price lower... maybe,Jeans
1,The lighter tinted denim is a faded blue-grey that will go perfectly with most of my wardrobe  and is more summery than the usual dark denim i wear. these feel like stretchy jeans to me  not leggings. i wear size 28 in most jeans and these fit tts. really nice.,Jeans
-1,This shirt was great for one wear. after just one wash (followed instructions to dry clean) it lost all shape and now hangs like a bed sheet. terrible waste of money on a pricey top.,Knits
-1,This jacket looked adorable on. it was also quite comfortable. however  it sheds and left fuzz on every dark surface it touched. sadly  this is a deal breaker for me.,Knits
-1,"Wanted to love this top  and could imagine lots of outfits with it. the wide shoulders made my arms/shoulders look big. the ruching and extra flap landed at an odd place  accentuating my belly. it did arrive very wrinkled  although a previous reviewer said she found it to be a wrinkle free garment. maybe that made the look worse. overall i felt that it made me look 15 lbs heavier than i am  so back it goes. i am 5'7""  160lbs  34dddd  and the size large was the correct size.",Knits
-1,I initially saw this top a few months ago  and fell in love. it ended up selling out in stores  so i ordered it online  where it was back-ordered by a couple of months. i received it this past week  and was sadly disappointed. the design is pretty  but overall the quality is sorely lacking. i wonder if maybe the first batch was good  but when they realized they were so popular  and had more made  the newer batches weren't as good? not sure. the one i got had inconsistent red embroidery  and ther,Knits
-1,Lovey top in the photos. however  its fairly large and the chest area can make you look even larger. i'm 5'3  118lbs  36c. generally wear xs or 2s in retailer tops. ordered the xs but it was just too large and unflattering. the lace work is so pretty. it has potential but the design doesn't work well for some.,Knits
-1,I loved the criss cross part of this tank. however  it looked so frumpy on. the cut was just odd and if you are petite it felt like a tent. i was so bummed because that criss cross was awesome but it just looked so weird on. i returned it. the material felt nice too.,Knits
-1,I tried this shirt in the purple motif  it fit true to size  my normal small worked well. all was good on the front turned around to admire the slight detail of the neckline in the back and all i could see with the red thread the designer used to sew their tag in. really? on a white shirt? it annoyed me so much i didn't buy the shirt.,Knits
-1,This really was nothing special. for $68 there are much cuter tops at retailer. it wasn't particularly flattering as it was very boxy  so it added volume. it was soft and felt like decent quality which was nice. i agree with another reviewer that the ruffles feel too big. overall  this was just a miss for me.,Knits
-1,Very unflattering and no shape or flair. lots of extra material but no swing or shape. do not recommend.,Knits
0,Ordered med petite. love the print & design but it runs really big more like a large and length of top is not flattering . returning,Knits
0,I got the black in a medium. it just made me look wide and i felt frumpy. i think it's the angled wide sides. on me  the design just created bulk. nice substantial fabric but it isn't soft or cozy. back it goes,Knits
0,I really love this top  but am afraid i may need to return it  because the fabric is so delicate that little snags began to show up within hours of wearing it  and they show really badly as black spots  because the fabric is made with light and dark delicate threads. it feels so good on though! you must be super careful with it. i have no idea how the little snags even got there!,Knits
0,This blouse is very pretty  but it does gap at the top button. darn! such a hassle to have to return it  or exchange it. but i love it and otherwise it seems to fit.,Knits
0,Despite the fact that this jacket is made from a gorgeous ottoman looking knit fabric  and has perfect fit  nice arm length  looks good on the hanger  the jacket did me no justice at all. it arrived folded  in the mail  so i had to press down the unruly pleats before i could try it on (you have to do this with nearly every item you buy online that comes folded flat and stuck in a cellophane bag.). so i pressed the jacket  tried to neaten the pleats but to no avail. the pleats would not stay put,Knits
0,Was not flattering on my body - i have a fuller figure  and this just made me look like i was pregnant.,Knits
0,Purchased the gray patterned top. seemed to fit tts  but it didn't fit me. i'm an athletic build with a 34d bust and it just wouldn't fit right around the shoulder/neck area. i'm pretty confident it would fit someone who is less busty than i. the double-sided fabric was soft and felt like it would wash/wear very well. nice length all around...top and sleeves.,Knits
0,Ok so when i bought this in every color there were no negative reviews. i loved this shirt. it was amazing. fit perfect was so comfortable. then i washed it. ahhhh. it shrunk so bad my3 year old could wear it. i washed it according to the tag. then the second color i just hand washed in ice cold water and laid flat and it still shrunk. man. i wish i could return these shirts. they are so bad. and i typically love bordeaux quality. these are horrendous.,Knits
0,I'm not sure i recommend this shirt but i did purchase the plum yesterday. i'm always always a m and had to size down to an xs on this one. that's how large it was! even the xs had plenty of room; i'm 5'6 145 lbs 36b for reference. the material look like it will stretch out even further but i got it anyway. it was on sale plus 25% off and for that price i can use it for casual days on the weekends. it's comfortable on and loved the lace detail.,Knits
1,This tee is very comfortable and the colors are amazing! i initially purchased in the marigold yellow as i was instantly drawn to the color in store. it's a beautiful shade that will transition nicely into fall. i've since purchased the green which i liked on even more so than on the rack. overall  a nice quality everyday tee. the pocket and embroidered neck make it something retailer!!,Knits
1,Very soft and comfortable. the shirt has an unusual  asymmetrical seam that appears along the front  right-hand side of the garment. (the model is positioned so that you can't see this detail from the picture. i attached a picture that includes the front seam.) i actually like the seam - it creates more visual interest  and adds a little bit of ruching that helps hide my belly. the cowl neck is very well done - there are two layers that form the cowl  and i've found that it means wardrobe malfun,Knits
1,I bought this tee for a light summer top as i love linen. this top does not disappoint. i bought my usual size xs and the length is good-slightly longer in back. i purchased the black and the grey. the grey will be great with jeans in any color and the black i can wear either dressed up or down. the quality seems good. great purchase!,Knits
1,Beautiful choice...beautiful fit for my daughter's slim body,Knits
1,I wanted this top to work so bad. unfortunately the way the bust of the top is designed it isn't flattering if you aren't flat chested. it squishes on side of your chest and leaves the other side alone. i'm a b cup and had this problem so if you are a b or larger  i don't recommend. however  if you are smaller busted  this piece would be worth the purchase.,Knits
1,Just picked up this cardigan in the heather charcoal - so i can wear it in the fall and winter. the design on the border is well done and will show off whatever you wear under this cardi. sleeves are snug and long  but can easily be pushed up to 3/4 length.,Knits
1,I tried on this top in store & was a bit wishy washy on it at first. however i am so glad i bought it and have worn it 3x in a week (shh!). it is incredibly lightweight & breathable which is great for hot texas summers. i also love that it has interesting back detail. the other reviewers mentioned it was see through but i don't agree - i wear a nude bra with it and have no issues. it can be worn casually with shorts or dressed up with white denim & fancier accessories. either way it looks best w,Knits
1,Loved this tee but embroidery started to unravel even before being washed. i paid full price for this top and wasn't disappointed but needed to return due to the embroidery problem. this tee is a mustard color.,Knits
1,I tried this top on before it went on sale but thought the price was too high. as soon as it went on sale i scooped it up and i'm glad i did. i'm usually always a small in retailer tops and this was no exception. i'm tall and thin with a large bust but this top does not pull or bind in the chest because it's cut on the bias. it is a little low but i've been wearing it for parties. it might be too low for work depending on the setting. i don't usually wear green but this is a very muted and pretty,Knits
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
1,I can not speak highly enough about this shirt. i originally bought the navy one and then went back to purchase the other two colors. the material is soft and thin without being flimsy. the fit is very flattering.,Layering
1,Confortable and looks great how ever you wear it.,Layering
1,I ordered the black (not yet available ) through my store  as the xs was too big  and we tried ordering xs petite but it was not yet available. so we ordered xxs. (i am 115lbs). it fits nicely  but - as mentioned in previous review - it is thin. not see through in black  but thin. cut is nice though  i still think petite would fit me better i n length  but xxs was good... got a think if i will keep or not as htis is a nice summer basic...,Layering
1,I really like this top. perfect underneath cardigans or on its own. the fabric is a bit thin so light colors may be see through. love the wider style so there is no bra show. versatile. i see myself purchasing more of these!,Layering
1,The shirt fits true to size. the length of the top is great: not too short (won't show your midrift when you raise your arms) not too long (this is a shirt not a dress). this is a great top for a casual day in jeans or a flirty day with skirt to dress it up.,Layering
1,I love this top and wear it all the time. it's a gorgeous pale blue and feels amazing....it is a tighter fitting shirt so if you like looser clothes  size up,Layering
1,Never want to take this tee off  so comfy  & neutral  ecru stripe  with a teeny bit sparklecolor is superb! goes with a ton of items from my own closets! need more in every color/print/stripe......just feels ooh  soooo good,Layering
1,I purchased this shirt and was hoping to be able to wear it without a tank underneath (because of the lace detailing on the back). however  this shirt is a bit see-through  so i still had to wear a tank with it. it's very cute even with the tank though!,Layering
1,I'm in love with these tanks. so in love that i bought four of them (black  grey  blue  and the black motif). they are so flattering on. i love the low scoop neck and the wide straps. the cut is interesting enough to wear the shirt on its own  but also perfect for under a cardigan. i purchased a nearly identical one from retailer (which was made by velvet) several months ago and it was much more pricey. these are a much more affordable option.,Layering
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
1,I purchased this sock in another print before and wear them all the time. i was happy to see a new pair on the website and purchased them again! these liner socks actually stay on my feet... others brands i've tried before slip off my heel  but these stay hidden and stay put. plus a fun design!,Legwear
1,I ordered these in a size small on sale  thinking that because of the material  they might not fit. they are actually very cute  and fit in the waist/legs  but in the crotch area  as another reviewer mentioned  they could fit a little better. they look fine with a longer top so i decided to keep them.,Legwear
1,These tights are comfortable and the material is great. i bought the gray and holly color and the colors are as shown online. similar to most nylon tights they snag easily. definitely not a legging and similar to other reviewers these won't keep you warm in the winter.,Legwear
1,These tights have a nice pattern and color. they look just like the photograph. they are warm and because they are warm they have wool in them and they are a little itchy. but  that's the price you pay for warmth. i own several pairs of retailer tights and love the patterns (foxes  scotty dogs  and now trees). .,Legwear
1,These leggings are some of the softest i own. i ordered both the black and the moss and each has a distinct pattern. they are perfect for colder climates and fit me like a glove.,Legwear
1,Perfect substitute for leggings to wear with a long shirt skirts or shorts. and are thick enough to keep you warm and aren't as thin as some tights normally are.,Legwear
1,These tights are wonderful  exactly as pictured (but the shimmer is more apparent in person)  definitely true to size  and super comfy! the only tricky part is finding the right shoes to pair with.,Legwear
1,I've been looking for the right leggings that are of good quality  thick enough to feel appropriately covered  and a good price point - these are those leggings! need more!,Legwear
1,Liked everything about these but they should say in the description that they're ribbed.,Legwear
-1,I was definitely wearing retailer colored glasses (my term for when something looks great on you in the dressing room but leaves you wondering what-was-i-thinking when you try it on later) when i bought this. once i tried this on at home  i basically felt like i was swallowed up by this thing -- there's so much fabric layered in front and around your shoulders that you can actually feel the weight hanging down around your neck  and it naturally sticks out rather far in the back. i wanted to love t,Lounge
-1,"My 3 daughters and i all wear a size small and are heights range between 5'2 and 5'10 . this dress was sloppy on every one of us. i don't think a size x small would have made a difference. the length is all over the place .i""m not sure how or where you would fit a bra into the picture. on the positive side was very soft. it may work as a beach cover -up.",Lounge
-1,I'm upset. i ordered the grey sweatshirt and while the description says the sweatshirt has a zipper  the picture of the grey does not have a zipper. i prefer no zipper  so when it arrived in the mail with a zipper  i was disappointed. it's going back. why have a model where an item that you're not offering???,Lounge
-1,Oh what a disappointment! i was looking forward to wearing this as a layering piece with the shawl cardigan. the material lacks serious quality and it was ripped on the seam. so  back it goes. and  i am flabbergasted at the price retailer is charging almost $60 for this top!,Lounge
-1,I purchased this in the yellow xs. it is very comfortable  but extremely see-through. you'd have to wear a slip or something underneath it  but i'm not sure what would work based on the style  and even if i wore a strapless bra it was still see-through. unfortunately i had to return it.,Lounge
-1,Disappointed :-( this top has a boxy shape and looked like a mini moo moo on me. i have a similar shape as the model and it looked nothing like that on me. bummer! i liked the quality and weight (not too heavy nor too light) but shape is unflattering. it's going back.,Lounge
-1,"I was so disappointed with the quality of this dress  especially because it looks so beautiful on the model. the fabric was so thin that after one hand wash  it's already developing a tiny hole and pilling. also  it is definitely not a ""day dress""--i wore it as a swim coverup  but it is much too thin and pajama-like to be worn as an actual dress. the color is much different in person--the blue is brighter and  for lack of a better way to describe it  cheap looking. the white banding around the t",Lounge
-1,I splurged on this pajama set for myself and now regret it. even though the design is adorable  the knitted fabric contains acrylic and started pilling a lot within the first week of wear. after a month and a couple washes  it looks horrible. it may be the worst case of pilling i've ever seen in a fabric. so so disappointed. it initially fit true to size but has stretched out a bit over time.,Lounge
-1,I thought this dress would be a cute beach cover up so i was excited to order it but i was very disappointed. i am 5'7 and i usually wear a size small top and 4 dress so i ordered a small in this dress but it was huge!! i understand that it is not meant to be form fitting and i wasn't expecting it to be but when i tried this on i felt like i was wearing a potato sack. i feel like an extra small would have been just as bad. i was so upset. it also has thin silver lines through it which  for me  m,Lounge
0,"First one i received was ripping apart already in the sleeve opening at wrist (warning: very tight sleeves!)  plus 2"" of the green shiny band detail was missed altogether by whomever sewed this particular one- just left unstitched. and long threads were hanging in several places. this is by no means a quality piece and is severely overpriced. on the positive side  it is very cute and i'm keeping the replacement one  but know that it is also delicate. after one use  there is a snag on the inside",Lounge
0,While the styling is cute  the fit was poor under the arms and there was quite a gap. i returned this.,Lounge
0,I ordered a small and i'm usually always a small. i could not zip it up. i'm am returning it for a large  and this is concerning because what if it is big in a weird way because i'm usually a large?,Lounge
0,"I loved the actual design on the fabric. the flowers are gorgeous and i was really looking forward to wearing them  but the fabric was much too thin for me. i was surprised because another review said they were thick. to me  it felt like tights material  almost. however  they were not see through  which is great. overall  they just didn't look great on my body. 5'9"" size 6/8 curves  medium was a bit too loose.",Lounge
0,"I read the reviews before i bought this dress and had trouble believing that the dress literally fell apart at the seams so i bought it. first the good: i love the color  the fabric  and the design. it's very lightweight and loose-fitting and is perfect for hot days. the neck and sleeves are pretty on. i can wear it as a cover up or put on a necklace and sandals for everyday errands and things.  now the bad: it literally falls apart at the seams as you take it out of the package! i""m surprised a",Lounge
0,Love the colors  love the design  and sure to keep you toasty. im usually a size 0 or 2 so i ordered an extra small- it felt a bit roomie,Lounge
0,I saw this jacket in the store and thought it was really cute..and finally a nice length!! ordered the xl because l and was afraid of shrinkage and it is no larger than the l. runs at least a size small with not alot of give. i will unfortunately have to bring it back.,Lounge
0,"I absolutely loved the idea of an elongated hoodie as a lounge dress or robe. unfortunately  this particular product left a lot to be desired. firstly  the fit is slim  not relaxed. i'm 5'4""  at 110 lbs and tried both the size 1 (equivalent of a small) and size 2 (equivalent of a medium). sizing up just added length and did not do much to increase roominess. they both zipped up easily but did not drape well. finally  the fabric was really not welcoming. i prefer terry over fleece  however this w",Lounge
0,Definitely pj quality. i have a fairly thin frame and this hung on me like a tent. and it's very thin  so it works as a swim cover  but definitely not a dress for anything else.,Lounge
